LabelType	LabelGroup	LabelSubgroup	LabelText
dom	dom:soc:reli	reli	religion
dom	dom:soc:reli	reli	religion
dom	dom:soc:reli	reli	ecclesiastical
dom	dom:soc:reli	reli	Bible
dom	dom:soc:reli	reli	Islam
dom	dom:soc:reli	reli	biblical
dom	dom:soc:reli	reli	Eastern Orthodoxy
dom	dom:soc:reli	reli	Buddhism
dom	dom:soc:reli	reli	canon law
dom	dom:soc:reli	reli	Protestantism
dom	dom:soc:reli	reli	biblical character
dom	dom:soc:reli	reli	Abrahamic religions
dom	dom:soc:reli	reli	christliche Theologie
dom	dom:soc:reli	reli	Liturgie
dom	dom:soc:reli	reli	Christianity
dom	dom:soc:reli	reli	Sikhism
dom	dom:soc:reli	reli	Wicca
dom	dom:soc:reli	reli	Roman Catholicism
dom	dom:soc:reli	reli	Hinduism
dom	dom:soc:reli	reli	Christian
dom	dom:soc:reli	reli	Judentum
dom	dom:soc:reli	reli	Religionsgeschichte
dom	dom:soc:reli	reli	Liturgik
dom	dom:soc:reli	reli	Roman Catholic
dom	dom:soc:reli	reli	jüdische Religion
dom	dom:soc:reli	reli	gnosticism
dom	dom:soc:reli	reli	katholische Theologie
dom	dom:soc:reli	reli	roman_catholic
dom	dom:soc:reli	reli	rasta
dom	dom:soc:reli	reli	религ.
dom	dom:soc:reli	reli	blasphemous
dom	dom:soc:reli	reli	церк.
dom	dom:soc:reli	reli	eine Position innerhalb einer kirchlichen Gemeinschaft
dom	dom:soc:reli	reli	zumeist Bibelsprache
dom	dom:soc:reli	reli	Religion
dom	dom:soc:reli	reli	alttestamentliche Bibelwissenschaft
dom	dom:soc:reli	reli	speziell Christentum
dom	dom:soc:reli	reli	Kirche
dom	dom:soc:reli	reli	Christliche Theologie
dom	dom:soc:reli	reli	Theologie
dom	dom:soc:reli	reli	ислам.
dom	dom:soc:reli	reli	label=Christianity
dom	dom:soc:reli	reli	библейск.
dom	dom:soc:reli	reli	церк.-слав.
dom	dom:soc:reli	reli	theology
dom	dom:soc:reli	reli	religion
dom	dom:soc:reli	reli	Ethik
dom	dom:soc:reli	reli	außerhalb des Christentums
dom	dom:soc:reli	reli	Christentum
dom	dom:soc:reli	reli	Zoroastrianism
dom	dom:soc:reli	reli	Biblical
dom	dom:soc:reli	reli	Religion
dom	dom:soc:reli	reli	religiös
dom	dom:soc:reli	reli	Kult
dom	dom:soc:reli	reli	katholisch
dom	dom:soc:reli	reli	Katholizismus
dom	dom:soc:reli	reli	Jainism
dom	dom:soc:reli	reli	christliche und jüdische Religion
dom	dom:soc:reli	reli	katholische Kirche
dom	dom:soc:reli	reli	in der Bibelsprache
dom	dom:soc:reli	reli	römisch-katholische Kirche
dom	dom:soc:reli	reli	Judaismus
dom	dom:soc:reli	reli	Hinduismus
dom	dom:soc:reli	reli	Tibetan Buddhism
dom	dom:soc:reli	reli	Buddhismus
dom	dom:soc:reli	reli	Gnosticism
dom	dom:soc	soc	Adoption
dom	dom:soc	soc	Diplomatie
dom	dom:soc	soc	labor union
dom	dom:soc	soc	social sciences
dom	dom:soc	soc	folklore
dom	dom:soc	soc	Verwaltungsakt
dom	dom:soc	soc	öffentliche Verwaltung
dom	dom:soc	soc	forensics
dom	dom:soc	soc	anthropology
dom	dom:soc	soc	Polizeiwesen
dom	dom:soc	soc	politisch-weltanschaulich
dom	dom:soc	soc	folklore
dom	dom:soc	soc	Verwaltungswesen
dom	dom:soc	soc	folklore
dom	dom:soc	soc	Demografie
dom	dom:soc	soc	Skandinavistik
dom	dom:soc	soc	Völkerkunde
dom	dom:soc	soc	Sozialwissenschaft
dom	dom:soc	soc	Kriminologie
dom	dom:soc	soc	sociology
dom	dom:soc	soc	Kulturwissenschaft
dom	dom:soc	soc	social_science
dom	dom:soc	soc	Kriminalistik
dom	dom:soc	soc	politisch
dom	dom:soc	soc	feminism
dom	dom:soc	soc	Sexualität
dom	dom:soc	soc	ethnology
dom	dom:soc	soc	Verwaltung
dom	dom:soc	soc	administration
dom	dom:soc	soc	Polizei etc.
dom	dom:soc	soc	Ägyptologie
dom	dom:soc	soc	ballistics
dom	dom:soc	soc	Polizei
dom	dom:soc	soc	Sexualkunde
dom	dom:soc	soc	ethnology
dom	dom:soc	soc	социол.
dom	dom:soc	soc	Familie
dom	dom:soc	soc	культурол.
dom	dom:soc	soc	Urbanistik
dom	dom:soc	soc	Soziologie
dom	dom:soc	soc	Sozialwissenschaften
dom	dom:soc	soc	soziologisch
dom	dom:soc	soc	Sozialleben
dom	dom:soc	soc	sociology
dom	dom:soc	soc	Ethnologie
dom	dom:soc	soc	Brauchtum
dom	dom:soc	soc	ethnography
dom	dom:soc	soc	anthropology
dom	dom:soc	soc	Gesellschaft
dom	dom:soc	soc	Kultur
dom	dom:soc	soc	этнолог.
dom	dom:soc	soc	Volkskunde
dom	dom:soc	soc	фолькл.
dom	dom:soc	soc	этногр.
dom	dom:soc	soc	social science
dom	dom:soc	soc	criminology
dom	dom:soc	soc	Demographie
dom	dom:soc	soc	nicht amtlich
dom	dom:soc	soc	anthropology
dom	dom:misc:sport	sport	rock climbing
dom	dom:misc:sport	sport	volleyball
dom	dom:misc:sport	sport	Segeln
dom	dom:misc:sport	sport	roller derby
dom	dom:misc:sport	sport	Canadian football
dom	dom:misc:sport	sport	Gaelic football
dom	dom:misc:sport	sport	darts
dom	dom:misc:sport	sport	motorcycling
dom	dom:misc:sport	sport	Tennis
dom	dom:misc:sport	sport	Angelfischerei
dom	dom:misc:sport	sport	skating
dom	dom:misc:sport	sport	auto racing
dom	dom:misc:sport	sport	Fischerei
dom	dom:misc:sport	sport	hurling
dom	dom:misc:sport	sport	racing
dom	dom:misc:sport	sport	rugby
dom	dom:misc:sport	sport	skiing
dom	dom:misc:sport	sport	skating
dom	dom:misc:sport	sport	cycling
dom	dom:misc:sport	sport	volleyball
dom	dom:misc:sport	sport	Schach
dom	dom:misc:sport	sport	tennis
dom	dom:misc:sport	sport	sport
dom	dom:misc:sport	sport	soccer
dom	dom:misc:sport	sport	rowing
dom	dom:misc:sport	sport	golf
dom	dom:misc:sport	sport	football
dom	dom:misc:sport	sport	cricket
dom	dom:misc:sport	sport	basketball
dom	dom:misc:sport	sport	baseball
dom	dom:misc:sport	sport	croquet
dom	dom:misc:sport	sport	table_tennis
dom	dom:misc:sport	sport	boxing
dom	dom:misc:sport	sport	Sport
dom	dom:misc:sport	sport	Sport
dom	dom:misc:sport	sport	racing
dom	dom:misc:sport	sport	bowling
dom	dom:misc:sport	sport	hunting
dom	dom:misc:sport	sport	fishing
dom	dom:misc:sport	sport	hockey
dom	dom:misc:sport	sport	fencing
dom	dom:misc:sport	sport	mountaineering
dom	dom:misc:sport	sport	wrestling
dom	dom:misc:sport	sport	athletics
dom	dom:misc:sport	sport	racing
dom	dom:misc:sport	sport	diving
dom	dom:misc:sport	sport	sub
dom	dom:misc:sport	sport	swimming
dom	dom:misc:sport	sport	chess
dom	dom:misc:sport	sport	archery
dom	dom:misc:sport	sport	Pferdesport
dom	dom:misc:sport	sport	Radsport
dom	dom:misc:sport	sport	Golfsport
dom	dom:misc:sport	sport	squash
dom	dom:misc:sport	sport	cheerleading
dom	dom:misc:sport	sport	Turnen
dom	dom:misc:sport	sport	of a batsman
dom	dom:misc:sport	sport	badminton
dom	dom:misc:sport	sport	exercise
dom	dom:misc:sport	sport	badminton
dom	dom:misc:sport	sport	Ultimate Frisbee
dom	dom:misc:sport	sport	Bergsteigen
dom	dom:misc:sport	sport	Boxen
dom	dom:misc:sport	sport	Fechten
dom	dom:misc:sport	sport	caving
dom	dom:misc:sport	sport	rugby union
dom	dom:misc:sport	sport	canoeing
dom	dom:misc:sport	sport	Golf
dom	dom:misc:sport	sport	альп.
dom	dom:misc:sport	sport	йогич.
dom	dom:misc:sport	sport	рыбол.
dom	dom:misc:sport	sport	Fußball
dom	dom:misc:sport	sport	шахм.
dom	dom:misc:sport	sport	охотн.
dom	dom:misc:sport	sport	kayaking
dom	dom:misc:sport	sport	Golf
dom	dom:misc:sport	sport	cue sports
dom	dom:misc:sport	sport	Jagd
dom	dom:misc:sport	sport	aerial freestyle skiing
dom	dom:misc:sport	sport	yachting
dom	dom:misc:sport	sport	combat sports
dom	dom:misc:sport	sport	parachuting
dom	dom:misc:sport	sport	swimming
dom	dom:misc:sport	sport	diving
dom	dom:misc:sport	sport	спорт.
dom	dom:misc:sport	sport	football
dom	dom:misc:sport	sport	cycling
dom	dom:misc:sport	sport	bodybuilding
dom	dom:misc:sport	sport	curling
dom	dom:misc:sport	sport	fishing
dom	dom:misc:sport	sport	surfing
dom	dom:misc:sport	sport	basketball
dom	dom:misc:sport	sport	snooker
dom	dom:misc:sport	sport	billiards
dom	dom:misc:sport	sport	chess
dom	dom:misc:sport	sport	fencing
dom	dom:misc:sport	sport	rugby
dom	dom:misc:sport	sport	ice hockey
dom	dom:misc:sport	sport	golf
dom	dom:misc:sport	sport	horse racing
dom	dom:misc:sport	sport	tennis
dom	dom:misc:sport	sport	wrestling
dom	dom:misc:sport	sport	softball
dom	dom:misc:sport	sport	snowboarding
dom	dom:misc:sport	sport	martial arts
dom	dom:misc:sport	sport	skateboarding
dom	dom:misc:sport	sport	gymnastics
dom	dom:misc:sport	sport	falconry
dom	dom:misc:sport	sport	boxing
dom	dom:misc:sport	sport	Australian rules football
dom	dom:misc:sport	sport	weightlifting
dom	dom:misc:sport	sport	skiing
dom	dom:misc:sport	sport	pool
dom	dom:misc:sport	sport	Wassersport
dom	dom:misc:sport	sport	fandom
dom	dom:misc:sport	sport	climbing
dom	dom:misc:sport	sport	Rennsport
dom	dom:misc:sport	sport	athletics
dom	dom:misc:sport	sport	Schießsport
dom	dom:misc:sport	sport	Sportspiele
dom	dom:misc:sport	sport	Eiskunstlauf
dom	dom:misc:sport	sport	im Fußball abfällig für
dom	dom:misc:sport	sport	Kegelsport
dom	dom:misc:sport	sport	Sport / Ballspiele
dom	dom:misc:sport	sport	golf
dom	dom:misc:sport	sport	Mannschaftssport
dom	dom:misc:sport	sport	Basketball
dom	dom:misc:sport	sport	vor allem Hockey
dom	dom:misc:sport	sport	Schisport
dom	dom:misc:sport	sport	speziell Boxen
dom	dom:misc:sport	sport	Schwimmen
dom	dom:misc:sport	sport	Rudersport
dom	dom:misc:sport	sport	Ballspiele
dom	dom:misc:sport	sport	Ballsport
dom	dom:misc:sport	sport	Vogeljagd
dom	dom:misc:sport	sport	Jagdwesen
dom	dom:misc:sport	sport	American football
dom	dom:misc:sport	sport	soccer
dom	dom:misc:sport	sport	baseball
dom	dom:misc:sport	sport	professional wrestling
dom	dom:misc:sport	sport	Wintersport
dom	dom:misc:sport	sport	Fechtsport
dom	dom:misc:sport	sport	Angeln
dom	dom:misc:sport	sport	Fahrsport
dom	dom:misc:sport	sport	Ballspiel
dom	dom:misc:sport	sport	in Bezug auf Wild
dom	dom:misc:sport	sport	Volleyball
dom	dom:misc:sport	sport	Automobilsport
dom	dom:misc:sport	sport	besonders Fußball
dom	dom:misc:sport	sport	cricket
dom	dom:misc:sport	sport	sports
dom	dom:misc:sport	sport	Fischfang
dom	dom:misc:sport	sport	bowling
dom	dom:misc:sport	sport	lacrosse
dom	dom:misc:sport	sport	Reitsport
dom	dom:misc:sport	sport	archery
dom	dom:misc:sport	sport	sport
dom	dom:misc:sport	sport	Kampfsport
dom	dom:misc:sport	sport	rowing
dom	dom:misc:sport	sport	hunting
dom	dom:misc:sport	sport	field hockey
dom	dom:misc:sport	sport	sailing
dom	dom:misc:sport	sport	Motorsport
dom	dom:misc:sport	sport	skeleton
dom	dom:misc:sport	sport	sport
dom	dom:misc:sport	sport	bullfighting
dom	dom:misc:sport	sport	Skisport
dom	dom:misc:sport	sport	sumo
dom	dom:misc:sport	sport	motor racing
dom	dom:misc:sport	sport	Angelsport
dom	dom:misc:sport	sport	netball
dom	dom:soc:teach	teach	degree
dom	dom:soc:teach	teach	sciences
dom	dom:soc:teach	teach	Bildung
dom	dom:soc:teach	teach	Schulwesen
dom	dom:soc:teach	teach	Pädagogik
dom	dom:soc:teach	teach	Schule
dom	dom:soc:teach	teach	Wissenschaft
dom	dom:soc:teach	teach	Bildungswesen
dom	dom:soc:teach	teach	научн.
dom	dom:soc:teach	teach	school
dom	dom:soc:teach	teach	schools
dom	dom:soc:teach	teach	wissenschaftlich
dom	dom:soc:teach	teach	scientific
dom	dom:soc:teach	teach	pedagogy
dom	dom:soc:teach	teach	academia
dom	dom:soc:teach	teach	university
dom	dom:soc:teach	teach	education
dom	dom:soc:teach	teach	Universität
dom	dom:soc:teach	teach	Wissenschaftstheorie
dom	dom:soc:teach	teach	science
dom	dom:eng:trans	trans	merchant_navy
dom	dom:eng:trans	trans	gas
dom	dom:eng:trans	trans	Schiffbau
dom	dom:eng:trans	trans	vehicles
dom	dom:eng:trans	trans	nautical
dom	dom:eng:trans	trans	bei Flugzeugen
dom	dom:eng:trans	trans	авиац.
dom	dom:eng:trans	trans	aviation
dom	dom:eng:trans	trans	transport
dom	dom:eng:trans	trans	Flugzeugbau
dom	dom:eng:trans	trans	Verkehrsmittel
dom	dom:eng:trans	trans	Autoindustrie
dom	dom:eng:trans	trans	of a vehicle
dom	dom:eng:trans	trans	transportation
dom	dom:eng:trans	trans	Fahrzeug
dom	dom:eng:trans	trans	Transportwesen
dom	dom:eng:trans	trans	navigation
dom	dom:eng:trans	trans	Öffentlicher Verkehr
dom	dom:eng:trans	trans	автомоб.
dom	dom:eng:trans	trans	im Straßenbau
dom	dom:eng:trans	trans	maritim
dom	dom:eng:trans	trans	Flugwesen
dom	dom:eng:trans	trans	Schiff
dom	dom:eng:trans	trans	unter Zuhilfenahme eines Transportmittels
dom	dom:eng:trans	trans	трансп.
dom	dom:eng:trans	trans	Eisenbahnwesen
dom	dom:eng:trans	trans	Luftfahrttechnik
dom	dom:eng:trans	trans	rail transport
dom	dom:eng:trans	trans	railways
dom	dom:eng:trans	trans	Verkehr
dom	dom:eng:trans	trans	railway
dom	dom:eng:trans	trans	nautical
dom	dom:eng:trans	trans	nautical
dom	dom:eng:trans	trans	shipping
dom	dom:eng:trans	trans	aviation
dom	dom:eng:trans	trans	Verkehrswesen
dom	dom:eng:trans	trans	of traffic
dom	dom:eng:trans	trans	aviation
dom	dom:eng:trans	trans	Kraftfahrzeugtechnik
dom	dom:eng:trans	trans	railway
dom	dom:eng:trans	trans	Eisenbahn
dom	dom:eng:trans	trans	Straßenverkehr
dom	dom:eng:trans	trans	transport
dom	dom:eng:trans	trans	Seewesen
dom	dom:eng:trans	trans	travel
dom	dom:eng:trans	trans	Fahrzeugbau
dom	dom:eng:trans	trans	Fahrzeugtechnik
dom	dom:eng:trans	trans	vehicle
dom	dom:eng:trans	trans	Nautik
dom	dom:eng:trans	trans	of an aircraft
dom	dom:eng:trans	trans	Aviatik
dom	dom:eng:trans	trans	aircraft
dom	dom:eng:trans	trans	Seefahrt
dom	dom:eng:trans	trans	automotive
dom	dom:eng:trans	trans	Verkehrsinfrastruktur
dom	dom:eng:trans	trans	automobiles
dom	dom:eng:trans	trans	nautical
dom	dom:eng:trans	trans	von Schiffen
dom	dom:eng:trans	trans	Nautical
dom	dom:eng:trans	trans	of a boat
dom	dom:eng:trans	trans	of a motor vehicle
dom	dom:eng:trans	trans	Nautical
dom	dom:eng:trans	trans	of a ship
dom	dom:eng:trans	trans	Schifffahrt
dom	dom:eng:trans	trans	Nautical
dom	dom:eng:trans	trans	Gewerbliche Schifffahrt
dom	dom:eng:trans	trans	naval
dom	dom:eng:trans	trans	aerospace
dom	dom:eng:trans	trans	Seefahrtzeichen
dom	dom:eng:trans	trans	railroads
dom	dom:eng:trans	trans	Schiffsbau
dom	dom:eng:trans	trans	Luftfahrt
dom	dom:eng:trans	trans	Postwesen
dom	dom:soc:work	work	industry
dom	dom:soc:work	work	Bäckerei
dom	dom:soc:work	work	Schlosserei
dom	dom:soc:work	work	plumbing
dom	dom:soc:work	work	Friseurhandwerk
dom	dom:soc:work	work	Mühlenwesen
dom	dom:soc:work	work	Berufsbezeichnung
dom	dom:soc:work	work	industry
dom	dom:soc:work	work	nursing
dom	dom:soc:work	work	firefighting
dom	dom:soc:work	work	occupational
dom	dom:soc:work	work	enterprise
dom	dom:soc:work	work	English occupational
dom	dom:soc:work	work	Arbeitswelt
dom	dom:soc:work	work	Person
dom	dom:soc:work	work	Beruf
dom	dom:soc:work	work	travel industry
dom	dom:soc:com	com	blogging
dom	dom:soc:com	com	communications
dom	dom:soc:com	com	telegraphy
dom	dom:soc:com	com	mobile
dom	dom:soc:com	com	Telekommunikation
dom	dom:soc:com	com	communication
dom	dom:soc:com	com	telephony
dom	dom:soc:com	com	Nachrichtentechnik
dom	dom:soc:com	com	telecommunications
dom	dom:soc:com	com	Kommunikation
dom	dom:soc:com	com	telecommunication
dom	dom:soc:com	com	Telefon
dom	dom:soc:com	com	signal processing
dom	dom:soc:com	com	Funk
dom	dom:soc:com	com	Post
dom	dom:soc:com	com	communication
dom	dom:soc:com	com	Informationstheorie
dom	dom:soc:com	com	telecommunication
dom	dom:soc:com	com	post
dom	dom:soc:com	com	telegraphy
dom	dom:soc:com	com	Telefonie
dom	dom:soc:com	com	telephony
dom	dom:soc:com	com	telephony
dom	dom:soc:sex	sex	paraphilia
dom	dom:soc:sex	sex	сексол.
dom	dom:soc:sex	sex	sex
dom	dom:soc:sex	sex	BDSM
dom	dom:soc:sex	sex	sexuality
dom	dom:soc:sex	sex	pornography
dom	dom:soc:sex	sex	sexuality
dom	dom:misc:health	health	body_care
dom	dom:misc:health	health	healthcare
dom	dom:misc:health	health	health
dom	dom:misc:health	health	massage
dom	dom:misc:health	health	Gesundheit
dom	dom:misc:health	health	Heathenry
dom	dom:misc:health	health	парикмах.
dom	dom:misc:health	health	Hygiene
dom	dom:misc:health	health	public health
dom	dom:hum:art:fash	fash	of hair
dom	dom:hum:art:fash	fash	Möbelkunst
dom	dom:hum:art:fash	fash	Kosmetik
dom	dom:hum:art:fash	fash	Mobiliar
dom	dom:hum:art:fash	fash	Kleidungsstücke
dom	dom:hum:art:fash	fash	fashion
dom	dom:hum:art:fash	fash	furniture
dom	dom:hum:art:fash	fash	of clothing
dom	dom:hum:art:fash	fash	Kosmetikartikel
dom	dom:hum:art:fash	fash	Schuhwerk
dom	dom:hum:art:fash	fash	Kleidung
dom	dom:hum:art:fash	fash	von Kleidung
dom	dom:hum:art:fash	fash	clothing
dom	dom:hum:art:fash	fash	design
dom	dom:hum:art:fash	fash	of a garment
dom	dom:hum:art:fash	fash	Kopfbekleidung
dom	dom:hum:art:fash	fash	Mode
dom	dom:hum:art:fash	fash	of clothes
dom	dom:hum:art:fash	fash	Bekleidung
dom	dom:hum:art:fash	fash	furniture
dom	dom:hum:art:fash	fash	fashion
dom	dom:hum:art:fash	fash	текст.
dom	dom:hum:art:fash	fash	Möbelstück
dom	dom:hum:art:fash	fash	interior decorating
dom	dom:hum:art:fash	fash	von Wäschestücken
dom	dom:hum	hum	Geisteswissenschaft
dom	dom:hum	hum	Symbolik
dom	dom:hum	hum	doctrines
dom	dom:hum	hum	humanities
dia	dia	dia	Cockney rhyming slang
dia	dia	dia	Helvetismus
dia	dia	dia	Northern English dialect
dia	dia	dia	dialectal
dia	dia	dia	Cockney
dia	dia	dia	dialect
dia	dia	dia	sächsisch
dia	dia	dia	kölsch
dia	dia	dia	besonders berlinisch
dia	dia	dia	bayrisch
dia	dia	dia	österreichisch umgangssprachlich
dia	dia	dia	Geordie
dia	dia	dia	Spanglish
dia	dia	dia	jenisch
dia	dia	dia	Anglo-Saxon
dia	dia	dia	osterländisch
dia	dia	dia	Cornish
dia	dia	dia	bayrisch und österreichisch umgangssprachlich
dia	dia	dia	Australian Aboriginal
dia	dia	dia	dialectical
dia	dia	dia	rheinländisch
dia	dia	dia	bairisch
dia	dia	dia	südtirolerisch
dia	dia	dia	chiefly dialectal
dia	dia	dia	Helvetismus sowie
dia	dia	dia	bayrisch und am Oberlauf des Mains
dia	dia	dia	Schwäbisch
dia	dia	dia	alemannisch
dia	dia	dia	thüringisch-obersächsisch
dia	dia	dia	niederdeutsch
dia	dia	dia	dialectally
dia	dia	dia	bes. österreichisch
dia	dia	dia	oberdeutsch
dia	dia	dia	vogtländisch
dia	dia	dia	berlinerisch
dia	dia	dia	modern British & Australian
dia	dia	dia	_dialectal
dia	dia	dia	rhyming slang
dia	dia	dia	Scottish and Irish
dia	dia	dia	bairisch-österreichisch
dia	dia	dia	berlinisch
dia	dia	dia	Multicultural London English
dia	dia	dia	Schweizerdeutsch
dia	dia	dia	South African
dia	dia	dia	besonders österreichisch
dia	dia	dia	österreichisch
dia	dia	dia	Australian rhyming slang
dia	dia	dia	bayrisch-österreichisch
dia	dia	dia	ostösterreichisch
dia	dia	dia	schlesisch
dia	dia	dia	English and Scottish
dia	dia	dia	British
dia	dia	dia	schweizerisch
dia	dia	dia	österr.
dia	dia	dia	диал.
dia	dia	dia	schweiz.
dia	dia	dia	Irish English
dia	dia	dia	African American
dia	dia	dia	dialektal in West- und Südwestdeutschland sowie der Schweiz
dia	dia	dia	schweizerdeutsch
dia	dia	dia	südostdeutsch
dia	dia	dia	mundartlich
dia	dia	dia	bayerisch
dia	dia	dia	schwäbisch
dia	dia	dia	pfälzisch
dia	dia	dia	dialektal
dia	dia	dia	Australian
dia	dia	dia	moselfränkisch
dia	dia	dia	österreichisch scherzhaft
dia	dia	dia	wienerisch
dia	dia	dia	Canadian
dia	dia	dia	American
dia	dia	dia	aber auch regional schwäbisch
dia	dia	dia	koblenzisch
dia	dia	dia	hessisch
dia	dia	dia	African American Vernacular English
dia	dia	dia	meißnisch
dia	dia	dia	British & Australian
dia	dia	dia	oberbayrisch
dia	dia	dia	westfälisch
dia	dia	dia	eye dialect
dia	dia	dia	österreichisch und schweizerisch umgangssprachlich
dia	dia	dia	South African English
dia	dia	dia	except in dialects
dia	dia	dia	Irish
dia	dia	dia	Yorkshire
dia	dia	dia	Jewish
dia	dia	dia	Scottish
etym	etym	etym	from=Scottish Gaelic
etym	etym	etym	from=India
etym	etym	etym	lang=hy
etym	etym	etym	from=Spanish
etym	etym	etym	from=Irish
etym	etym	etym	from=Dutch
etym	etym	etym	borrowed
etym	etym	etym	from=German
etym	etym	etym	from=Welsh
etym	etym	etym	from=Arabic
etym	etym	etym	from=Old French
etym	etym	etym	from=Korean
etym	etym	etym	from=Italian
etym	etym	etym	from=Old English
etym	etym	etym	from=Middle English
etym	etym	etym	from=Greek
etym	etym	etym	from=Hebrew
etym	etym	etym	from=Polish
etym	etym	etym	from=Danish
etym	etym	etym	from=French
etym	etym	etym	from=Armenian
etym	etym	etym	in Fremdwörtern aus dem Griechischen
etym	etym	etym	from=Japanese
etym	etym	etym	from=Swedish
etym	etym	etym	in Fremdwörtern aus dem Lateinischen
etym	etym	etym	from=Chinese
syntax	syntax:form	form	Vergangenheitsform
syntax	syntax:form	form	alternative Schreibweise von
syntax	syntax:gram:auxiliary	haben	mit Hilfsverb haben
syntax	syntax:gram:auxiliary	haben	Hilfsverb haben
syntax	syntax:gram:auxiliary	sein	Hilfsverb sein
syntax	syntax:gram:auxiliary	sein	mit Hilfsverb sein
syntax	syntax:gram:auxiliary	habenSein	beide Hilfsverben
syntax	syntax:gram:subcat	onlySubject	intransitiv
syntax	syntax:gram:subcat	onlySubject	intrans.
syntax	syntax:gram:subcat	onlySubject	intransitive
syntax	syntax:gram:subcat	directObject	trans
syntax	syntax:gram:subcat	directObject	trans.
syntax	syntax:gram:subcat	directObject	transitive
syntax	syntax:gram:subcat	directObject	transitiv
syntax	syntax:gram:subcat	directObjectMitPrepositionalComplement	jemanden mit etwas
syntax	syntax:gram:subcat	directObjectObjectComplement	mit doppeltem Akkusativ oder Dativ
syntax	syntax:gram:subcat	directObjectObjectComplement	mit doppeltem Akkusativ
syntax	syntax:gram:subcat	directObjectObjectComplement	may take two objects
syntax	syntax:gram:subcat	optionalDirectObject	ohne und mit Akkusativ
syntax	syntax:gram:subcat	optionalDirectObject	ergative
syntax	syntax:gram:subcat	optionalDirectObject	auch transitiv
syntax	syntax:gram:subcat	optionalDirectObject	ambitransitive
syntax	syntax:gram:subcat	optionalDirectObject	transitive and intransitive
syntax	syntax:gram:subcat	optionalDirectObject	ohne obligatorisches Objekt
syntax	syntax:gram:subcat	dativeComplement	mit Dativ
syntax	syntax:gram:subcat	dativeComplement	mit Dativobjekt
syntax	syntax:gram:subcat	dativeComplement	Präposition mit dem Dativ
syntax	syntax:gram:subcat	dativeComplement	mit Dativ-Objekt
syntax	syntax:gram:subcat	dativeComplementFuerPrepositionalComplement	jemandem für etwas
syntax	syntax:gram:subcat	accusativeComplement	mit dem Akkusativ
syntax	syntax:gram:subcat	accusativeComplement	mit Akkusativ
syntax	syntax:gram:subcat	reflexiveComplement	reflexiv
syntax	syntax:gram:subcat	reflexiveComplement	reflexives Verb
syntax	syntax:gram:subcat	reflexiveComplement	refl.
syntax	syntax:gram:subcat	reflexiveComplement	reflexive
syntax	syntax:gram:subcat	reflexiveComplement	sich ~
syntax	syntax:gram:subcat	reflexiveComplement	+sich
syntax	syntax:gram:subcat	reflexiveComplementZuPrepositionalComplement	sich zu jemandem
syntax	syntax:gram:subcat	reflexiveDativeComplement	mit sich im Dativ
syntax	syntax:gram:subcat	genitiveComplement	mit Genitiv
syntax	syntax:gram:subcat	impersonalComplement	impersonal
syntax	syntax:gram:subcat	adjectivalComplement	copulative
syntax	syntax:gram:subcat	adjectivalComplement	mit Adjektivzusatz
syntax	syntax:gram:subcat	thatClauseComplement	mit erweitertem Infinitiv oder mit dass
syntax	syntax:gram:subcat	zuPrepositionalComplement	mit der Präposition zu
syntax	syntax:gram:subcat	aufPrepositionalComplement	auf jemanden
syntax	syntax:gram:subcat	aufPrepositionalComplement	mit der Präposition auf
syntax	syntax:gram:subcat	infinitivalComplement	with infinitive
syntax	syntax:gram:synprop	predicativeAdjective	nur prädikativ
syntax	syntax:gram:nounClass	agentNoun	agent noun
syntax	syntax:gram:nounClass	onlySingular	ohne Plural
syntax	syntax:gram:nounClass	onlySingular	kPl.
syntax	syntax:gram:nounClass	onlySingular	nur Einzahl
syntax	syntax:gram:nounClass	onlySingular	nur Singular
syntax	syntax:gram:nounClass	onlySingular	singulare tantum
syntax	syntax:gram:nounClass	onlySingular	kein Plural
syntax	syntax:gram:nounClass	onlySingular	nur im Singular
syntax	syntax:gram:nounClass	onlySingular	singular only
syntax	syntax:gram:nounClass	onlyPlural	plural only
syntax	syntax:gram:nounClass	onlyPlural	kein Singular
syntax	syntax:gram:nounClass	onlyPlural	pluralonly
syntax	syntax:gram:nounClass	onlyPlural	plurale tantum
syntax	syntax:gram:nounClass	onlyPlural	nur Plural
syntax	syntax:gram:nounClass	onlyPlural	only as plural
syntax	syntax:gram:nounClass	onlyPlural	nur im Plural
syntax	syntax:gram:nounClass	onlyMasculine	nur Maskulinum
syntax	syntax:gram:nounClass	massNoun	unzählbar
syntax	syntax:gram:nounClass	massNoun	not countable
syntax	syntax:gram:nounClass	massNoun	uncountable
syntax	syntax:gram:nounClass	countNoun	countable
syntax	syntax:gram:usage	oftenSingular	meist nur im Singular
syntax	syntax:gram:usage	oftenSingular	meistens kein Plural
syntax	syntax:gram:usage	oftenSingular	Plural unüblich
syntax	syntax:gram:usage	oftenSingular	meist Singular
syntax	syntax:gram:usage	oftenPlural	often plural
syntax	syntax:gram:usage	oftenPlural	zumeist im Plural
syntax	syntax:gram:usage	oftenPlural	often in plural
syntax	syntax:gram:usage	oftenPlural	usually in the plural
syntax	syntax:gram:usage	oftenPlural	often pluralized
syntax	syntax:gram:usage	oftenPlural	chiefly in plural
syntax	syntax:gram:usage	oftenPlural	zumeist Plural
