"Wearside";"Wearside"
"Portugal";"Portugal"
"Philippines";"Philippines"
"East_Germanic";"East_Germanic"
"Hong_Kong";"Hong_Kong"
"Rio_de_Janeiro";"Rio_de_Janeiro_city"
"Northeast_England";"Northeast_England"
"Alghero";"Alghero"
"Morocco";"Morocco"
"Provence";"Provence"
"Ecuador";"Ecuador"
"Brabant";"Brabantian"
"East_Africa";"East_Africa"
"Doric";"Doric"
"British_spelling";"British"
"Commonwealth";"Commonwealth_of_Nations"
"Lincolnshire";"Lincolnshire"
"Luxembourg";"Luxembourg"
"South_Scots";"South_Scots"
"Nicaragua";"Nicaragua"
"Chile";"Chile"
"West_Germanic";"West_Germanic"
"Balearics";"Balearics"
"France";"France"
"Eastern_Armenian";"Eastern_Armenian"
"Canadian_Prairies";"Canadian_Prairies"
"Munster";"Munster"
"Jeju";"Jeju"
"Digor";"Digor_dialect"
"US";"US"
"Kajkavian";"Kajkavian"
"Suðuroy";"Suðuroy_dialect"
"Sussex";"Sussex"
"Manitoba";"Manitoba"
"Tosk";"Tosk"
"Mexico";"Mexico"
"Canada";"Canada"
"Tyneside";"Tyneside"
"North_Germanic";"North_Germanic"
"Crimean";"Crimean"
"Nova_Scotia";"Nova_Scotia"
"Algeria";"Algeria"
"Kansai";"Kansai"
"Belize";"Belize"
"Paraguay";"Paraguay"
"Sutsilvan";"Sutsilvan"
"Hollandic";"Hollandic"
"Quebec";"Quebec"
"Ulster";"Ulster"
"Réunion";"Réunion"
"Caribbean";"Caribbean"
"Ireland";"Irish"
"Flemish";"Flemish"
"northwest";"Northwest"
"Northern_Ireland";"Northern_Ireland"
"Dari";"Dari_(Afghanistan)"
"African_American_Vernacular_English";"African_American_Vernacular"
"Colombia";"Colombia"
"Surmiran";"Surmiran"
"Switzerland";"Switzerland"
"London";"London"
"Newfoundland";"Newfoundland"
"Northern_Crimea";"Northern_Crimean"
"Ullans";"Ulster_Scots"
"El_Salvador";"El_Salvador"
"Malaysia";"Malaysian"
"West_Midlands";"West_Midlands"
"Atlantic_Canada";"Atlantic_Canada"
"South_Africa";"South_African"
"Cumbria";"Cumbrian"
"Cornwall";"Cornish"
"Ikavian";"Ikavian"
"Limousin";"Limousin"
"Bristol";"Bristolian"
"British";"UK"
"Guatemala";"Guatemala"
"Latin_America";"Latin_America"
"British_Columbia";"British_Columbia"
"Appalachian";"Appalachian"
"Austria";"Austria"
"Western_Catalan";"Western_Catalan"
"São_Paulo";"São_Paulo_city"
"New_Brunswick";"New_Brunswick"
"Acadia";"Acadian"
"Argentina";"Argentina"
"Gheg";"Gheg"
"New_Zealand";"New_Zealand"
"Balhae";"Balhae"
"South_Korea";"South_Korea"
"Northwest_Germanic";"Northwest_Germanic"
"Angola";"Angola"
"Cuba";"Cuba"
"Iran";"Iran"
"Taiwan";"Taiwan"
"Yorkshire";"Yorkshire"
"Chakavian";"Chakavian"
"Costa_Rica";"Costa_Rica"
"Northumbria";"Northumbrian"
"Europe";"Europe"
"Western_Ukraine";"Western_Ukraine"
"Alberta";"Alberta"
"India";"India"
"Liverpool";"Liverpudlian"
"Namibia";"Namibia"
"Connacht";"Connacht"
"North_America";"North_America"
"Pakistan";"Pakistan"
"Silla";"Silla"
"Buyeo";"Buyeo"
"Uruguay";"Uruguay"
"Wales";"Welsh"
"Prince_Edward_Island";"Prince_Edward_Island"
"Picardy";"Picardy"
"Northwest_Territories";"Northwest_Territories"
"Ontario";"Ontario"
"Cockney";"Cockney"
"Scotland";"Scottish"
"DDR";"East_Germany"
"Hartlepool";"Hartlepool"
"Yukon";"Yukon"
"Goguryeo";"Goguryeo"
"Jersey";"Jersey"
"Brazil";"Brazil"
"Venezuela";"Venezuela"
"Croatia";"Croatia"
"Africa";"Africa"
"Guernsey";"Guernsey"
"Saskatchewan";"Saskatchewan"
"Iron";"Iron_dialect"
"Zimbabwe";"Zimbabwe"
"Yanbian";"Yanbian"
"Serbia";"Serbia"
"Spain";"Spain"
"Spain";"Spain,"
"Spain";"Spain,"
"Spain";"Used_formally_in_Spain_(more),"
"Eastern_Catalan";"Eastern_Catalan"
"Lowlands_Scots";"Lowlands_Scots"
"North_Korea";"North_Korea"
"Geordie";"Geordie"
"Bolivia";"Bolivia"
"Northern_Dutch";"Northern_Dutch"
"Kenya";"Kenya"
"Honduras";"Honduras"
"Nunavut";"Nunavut"
"Bosnia";"Bosnia"
"Norfolk";"Norfolk"
"Mallorca";"Mallorca"
"Western_Armenian";"Western_Armenian"
"Peru";"Peru"
"Australia";"Australian"
"Baekje";"Baekje"
"Netherlands";"Netherlands"
"Lviv";"Lviv"
"American_spelling";"American"
"Mecayapan";"Mecayapan"
"Gascony";"Gascony"
"Hawaii";"Hawaii"
"Jamaica";"Jamaica"
"Polari";"Polari"
"Isle_of_Mann";"Manx"
"Northern_England";"Northern_England"
"Trinidad_and_Tobago";"Trinidad_and_Tobago"
"Languedoc";"Languedoc"
"regional";"regional"
"Belgium";"Belgium"
"Singapore";"Singapore"
"Dominican_Republic";"Dominican_Republic"
"Border_Scots";"Border_Scots"
"Lancashire";"Lancashire"
"Valencia";"Valencia"
"Teesside";"Teesside"
